114.62 -11.73 12 -1.03 1.38 -0.34 0.53 -0.15 0.06 24 X Y 201703161839A  
115.27 -8.75 130 3.50 -0.20 -3.30 -1.46 1.38 -1.79 24 X Y 201703212310A  
111.92 -9.79 17 -1.43 1.20 0.23 0.23 -0.63 -0.19 23 X Y 201704092322A  
108.05 -8.26 67 4.20 -4.96 0.76 2.26 -0.12 1.02 23 X Y 201704231801A  
111.87 -9.75 12 -1.96 1.56 0.40 0.66 -0.19 -0.32 24 X Y 201704291002A  
112.02 -9.01 63 -3.09 2.42 0.67 4.27 -0.26 1.82 23 X Y 201705241644A  
106.27 -8.32 38 1.48 0.50 -1.98 1.56 -1.71 -3.62 24 X Y 201706112315A  
106.10 -7.51 16 0.14 -0.00 -0.14 0.97 -0.42 0.09 24 X Y 201707082248A  
111.87 -9.76 20 -2.16 0.33 1.84 -0.30 0.95 -0.09 23 X Y 201707170905A  
109.09 -8.45 74 2.92 -3.49 0.56 1.49 -0.18 0.07 23 X Y 201708031614A  
111.15 -10.54 12 -0.84 0.80 0.05 0.15 -0.02 -0.23 24 X Y 201708270002A  
113.09 -11.47 21 -2.09 1.64 0.45 0.40 -0.38 -0.43 23 X Y 201709010347A  
113.05 -6.12 595 -3.92 3.60 0.32 -2.39 1.44 -0.88 24 X Y 201709202359A  
106.27 -6.12 162 -0.06 -1.10 1.16 -1.47 1.35 -0.96 23 X Y 201709251810A  
113.09 -9.72 34 2.83 -2.98 0.16 1.00 -0.09 0.49 23 X Y 201710251635A  
115.49 -8.10 36 2.39 -2.88 0.49 -2.63 -0.34 -0.14 23 X Y 201711082154A  
108.11 -7.91 109 0.22 0.50 -0.73 0.38 -0.28 -0.27 26 X Y 201712151647A  
106.85 -8.15 38 0.75 -0.62 -0.13 0.64 -0.68 0.42 24 X Y 201712160022A  
106.16 -7.18 53 0.22 -1.02 0.80 0.82 0.57 -0.17 25 X Y 201801230634A  
105.95 -7.43 55 3.45 -3.14 -0.32 1.82 0.06 2.49 23 X Y 201803191136A  
105.78 -7.19 51 2.76 -2.86 0.11 1.63 -0.83 1.20 23 X Y 201804091146A  
115.53 -7.16 363 -0.09 0.93 -0.84 0.09 0.32 -0.19 24 X Y 201804260954A  
108.35 -4.74 663 -1.21 0.41 0.80 -0.04 -0.91 -0.60 24 X Y 201806222057A  
112.94 -9.80 38 1.28 -1.49 0.22 0.86 -0.10 0.44 24 X Y 201807191223A  
116.00 -8.34 19 4.11 -4.50 0.39 -4.39 -2.20 -1.32 23 X Y 201808061550A  
112.67 -9.00 79 1.79 -3.22 1.43 1.55 -0.31 -0.56 23 X Y 201808080609A  
114.79 -9.26 93 2.04 -0.68 -1.36 -1.72 2.19 1.06 23 X Y 201808222248A  
110.27 -8.99 48 0.56 -0.62 0.05 0.64 -0.15 0.41 24 X Y 201808281836A  
115.95 -8.42 24 1.27 -1.78 0.51 -0.79 -0.95 0.31 23 X Y 201808310237A  
114.48 -7.45 14 1.02 -0.89 -0.14 -0.20 0.25 0.49 25 X Y 201810101844A  
105.46 -9.03 12 -3.80 1.32 2.48 -0.04 -0.21 -1.92 23 X Y 201810131938A  
106.04 -6.31 167 1.18 -0.93 -0.25 0.32 -1.61 -1.24 23 X Y 201810250548A  
115.37 -9.49 68 0.64 -1.47 0.83 3.82 0.93 -0.05 23 X Y 201811141723A  
108.59 -10.47 14 -1.99 1.18 0.81 0.58 0.59 -0.82 23 X Y 201901011225A  
106.56 -7.92 48 2.69 -3.37 0.68 1.76 -0.23 1.35 23 X Y 201901080954A  
105.82 -7.03 65 -1.08 0.93 0.15 0.10 -1.43 1.63 23 X Y 201902132341A  
112.84 -9.74 35 2.07 -2.53 0.46 2.83 -1.63 0.93 24 X Y 201902181930A  
110.42 -5.64 560 -4.54 4.40 0.14 -2.38 -4.64 -2.71 23 X Y 201903120112A  
114.51 -7.27 18 2.34 -2.23 -0.11 -0.32 -1.05 0.58 23 X Y 201904020122A  
108.68 -9.59 19 -2.78 2.81 -0.03 1.02 -1.43 -1.70 24 X Y 201905180151A  
108.87 -8.66 58 1.19 -1.20 0.01 0.78 -0.38 0.53 24 X Y 201906090932A  
114.50 -9.01 103 2.84 1.01 -3.84 -4.03 0.15 2.69 24 X Y 201907160018A  
114.14 -8.93 105 0.69 -0.62 -0.07 -1.34 0.21 -0.69 23 X Y 201907240129A  
114.97 -11.22 20 0.82 -0.86 0.04 0.74 -0.10 0.09 24 X Y 201907241317A  
106.01 -7.43 62 2.27 -2.31 0.03 1.14 0.16 1.42 23 X Y 201907281425A  
113.99 -9.73 46 -2.53 2.07 0.46 0.86 0.38 -0.58 23 X Y 201908112251A  
111.83 -6.07 623 -2.06 1.85 0.20 0.05 -0.29 -0.46 25 X Y 201909190706A  
111.82 -6.15 612 -0.74 0.95 -0.21 0.11 -0.60 -0.41 25 X Y 201909190732B  
110.76 -5.75 541 -4.69 3.53 1.16 2.47 -6.55 -2.28 23 X Y 201910250715A  
114.88 -8.08 12 1.28 -0.55 -0.73 -4.47 1.70 1.78 23 X Y 201911141021A  
113.23 -12.74 12 0.07 1.53 -1.61 0.44 -0.55 -1.10 23 X Y 201911192027A  
107.49 -8.33 43 3.56 -3.93 0.37 1.95 -0.68 1.25 23 X Y 202001052312A  
113.09 -6.11 597 -1.78 1.65 0.13 -1.96 0.75 -0.47 25 X Y 202002051812A  
106.62 -6.73 12 -2.01 0.18 1.83 3.46 0.36 1.50 23 X Y 202003101018A  
115.10 -11.23 12 -2.65 3.26 -0.61 0.16 -0.21 -0.23 25 X Y 202003181745A  
115.19 -11.12 12 -3.10 2.82 0.28 1.00 0.15 -0.24 23 X Y 202003220648A  
113.17 -8.82 126 -2.05 2.16 -0.11 3.25 0.71 -0.16 23 X Y 202004050015A  
110.96 -9.10 71 -0.47 0.88 -0.41 0.47 -0.11 0.01 24 X Y 202006211933A  
112.31 -9.18 104 -2.17 -0.21 2.38 -0.69 0.88 -0.87 23 X Y 202007041909A  
110.55 -5.69 535 -1.03 1.00 0.03 0.26 -0.59 -0.49 26 X Y 202007062254A  
106.29 -6.64 99 5.60 -3.35 -2.25 -0.90 0.76 -4.84 23 X Y 202007070444A  
114.04 -9.59 45 4.95 -5.02 0.07 3.22 -1.40 1.38 23 X Y 202008150712A  
108.14 -10.12 13 4.88 -4.11 -0.77 3.77 -2.86 1.10 23 X Y 202008231738A  
112.65 -9.80 57 0.56 -2.13 1.57 1.81 -0.43 1.05 23 X Y 202010061352A  
107.90 -8.37 53 2.12 -2.05 -0.07 1.17 -0.08 0.93 24 X Y 202010250056A  
109.70 -9.79 14 -0.39 2.05 -1.66 1.15 -0.25 0.22 23 X Y 202012130839A  
105.66 -6.65 73 2.06 -1.11 -0.96 -0.12 -0.29 -1.64 23 X Y 202102251945A  
112.52 -8.85 83 0.27 0.39 -0.66 -1.00 0.52 0.31 25 X Y 202104100700A  
112.38 -8.64 132 1.28 0.82 -2.10 0.78 -1.24 -0.36 23 X Y 202104102354A  
106.96 -7.91 63 3.94 -6.23 2.29 2.10 1.46 2.92 23 X Y 202104270923A  
112.28 -8.55 119 2.54 2.44 -4.98 2.88 -4.34 -1.82 24 X Y 202105211209A  
105.27 -6.70 18 -3.66 2.13 1.53 0.97 2.06 2.05 23 X Y 202105230350A  
110.66 -8.52 83 1.83 0.29 -2.11 -0.69 2.58 -2.22 23 X Y 202106272215A  
111.37 -9.06 59 2.11 -2.08 -0.03 0.73 -0.07 0.58 23 X Y 202107271621A  
109.07 -8.43 76 1.90 -2.14 0.24 0.74 -0.11 0.41 23 X Y 202108091436A  
112.57 -8.97 73 3.19 -3.82 0.63 1.50 -0.08 0.84 23 X Y 202110220221A  
107.80 -9.57 22 1.68 -1.86 0.17 1.23 -0.81 0.55 23 X Y 202110250652A  
114.21 -9.93 25 1.19 -1.41 0.22 4.01 0.18 0.61 23 X Y 202112142129A  
